date|source|issue_title|related_content|keywords|description|source_url|image_url
2026-08-13|YouTube 반응|로또 1등도 출근합니다 관련 YouTube 화제 영상|로또 1등도 출근합니다|티빙,공개,공식채널,TVING,로또,1등도,출근합니다,참는,자에게,13억이,있나니,티저,예고,사직서,품고,출근|"'[로또 1등도 출근합니다] 참는 자에게 13억이 있나니 | 티저 예고 | TVING' 영상이 공개 5일 기준 조회수 296,184회, 좋아요 2,916개, 댓글 745개를 기록. 일평균 조회수 약 59,237회. 채널: TVING. 수집 경로: 공식채널:TVING. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=UuhWr0shq88|https://i.ytimg.com/vi/UuhWr0shq88/hqdefault.jpg
2026-08-13|YouTube 반응|연쇄살인마 관련 YouTube 화제 영상|연쇄살인마|영화,OTT,공개,리뷰,해석,결말,스릴러,범죄,검색,혼자,사는,남자만,골라,죽이는,연쇄살인마,너무|"'혼자 사는 남자만 골라 죽이는 ""연쇄살인마""가 너무 예쁘면 벌어지는 끔찍한 일..' 영상이 공개 7일 기준 조회수 1,002,128회, 좋아요 5,407개, 댓글 426개를 기록. 일평균 조회수 약 143,161회. 채널: 드림텔러 DREAM TELLER. 수집 경로: 검색:한국 영화 리뷰 / 검색:영화 결말 해석. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=LToiOgexo_8|https://i.ytimg.com/vi/LToiOgexo_8/hqdefault.jpg
2026-08-13|YouTube 반응|오디세이 관련 YouTube 화제 영상|오디세이|예능,영화,리뷰,해석,배우,인터뷰,검색,25년,만에,다시,만난,데이먼,샤를리즈,테론,호흡은,깊었습니다|"'25년 만에 다시 만난 맷 데이먼·샤를리즈 테론, 호흡은 더 깊었습니다 | 《오디세이》 인터뷰' 영상이 공개 7일 기준 조회수 541,961회, 좋아요 8,943개, 댓글 753개를 기록. 일평균 조회수 약 77,423회. 채널: 이혜성의 1% 북클럽. 수집 경로: 검색:한국 예능 리뷰. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=SCyfq1h4C-0|https://i.ytimg.com/vi/SCyfq1h4C-0/hqdefault.jpg
2026-08-13|YouTube 반응|피의 게임X 관련 YouTube 화제 영상|피의 게임X|영화,웨이브,공식채널,wavve,피의,게임X,이정도면,타고난,소매치기로,인정합니다,7화,오리지널,바로,보기,https,site|"'[피의 게임X] 이정도면 타고난 소매치기로 인정합니다 | 7화 하이라이트 | 웨이브 오리지널' 영상이 공개 6일 기준 조회수 57,041회, 좋아요 789개, 댓글 703개를 기록. 일평균 조회수 약 9,507회. 채널: wavve 웨이브. 수집 경로: 공식채널:wavve. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=H1oyCAnu0ek|https://i.ytimg.com/vi/H1oyCAnu0ek/hqdefault.jpg
2026-08-13|온라인 화제·뉴스|아직 개봉 전인데 미쳤다…예고편 조회수만 1000만 임박한 신작 '한국 영화' - 위키트리|아직 개봉 전인데 미쳤다…|영화,신작,개봉,아직,전인데,미쳤다,조회수만,1000만,임박한,위키트리|아직 개봉 전인데 미쳤다…예고편 조회수만 1000만 임박한 신작 '한국 영화' 위키트리|https://www.wikitree.co.kr/articles/1152255|https://cdnweb01.wikitree.co.kr/webdata/editor/202608/13/202608131424044021.JPG
2026-08-13|온라인 화제·뉴스|'유부녀 킬러' 정준원, 예능은 미숙 연기는 능숙? - 머니투데이 - 머니투데이|유부녀 킬러|드라마,예능,시청률,상승,유부녀,킬러,정준원,예능은,미숙,연기는,능숙,머니투데이|'유부녀 킬러' 정준원, 예능은 미숙 연기는 능숙? - 머니투데이 머니투데이|https://www.mt.co.kr/entertainment/2026/08/14/2026081407007294165|https://thumb.mt.co.kr/cdn-cgi/image/w=1200,h=928,fit=cover,bg=white,f=auto,quality=high,sharpen=2,g=face/21/2026/08/2026081407007294165_1.jpg
2026-08-13|온라인 화제·뉴스|심형래 '디워', 혹평 속 19년만의 넷플릭스 역주행..'디워2'도 관심 [스타이슈] - starnewskorea.com|스타이슈|드라마,영화,넷플릭스,화제,역주행,심형래,디워,혹평,19년만의,디워2,관심,스타이슈,starnewskorea,com|심형래 '디워', 혹평 속 19년만의 넷플릭스 역주행..'디워2'도 관심 [스타이슈] starnewskorea.com|https://www.starnewskorea.com/movie/2026/08/13/2026081309204245223|https://image.starnewskorea.com/cdn-cgi/image/f=auto,w=1200,h=889,fit=cover,q=high,sharpen=2/21/2026/08/2026081309204245223_1.jpg
2026-08-13|온라인 화제·뉴스|'45세 출산' 최지우, 6년 지났는데 더 어려졌네…51세 됐는데 얼굴은 역주행 - 텐아시아|45세 출산|드라마,영화,화제,역주행,45세,출산,최지우,6년,지났는데,어려졌네,51세,됐는데,얼굴은,텐아시아|'45세 출산' 최지우, 6년 지났는데 더 어려졌네…51세 됐는데 얼굴은 역주행 텐아시아|https://www.tenasia.co.kr/article/2026081380694|https://img.tenasia.co.kr/photo/202608/BF.45322678.1.png
2026-08-13|온라인 화제·뉴스|'유부녀 킬러' 정준원, 예능은 미숙 연기는 능숙? - 머니투데이 - 머니투데이|유부녀 킬러|드라마,예능,시청률,상승,유부녀,킬러,정준원,예능은,미숙,연기는,능숙,머니투데이|'유부녀 킬러' 정준원, 예능은 미숙 연기는 능숙? - 머니투데이 머니투데이|https://www.mt.co.kr/amp/entertainment/2026/08/14/2026081407007294165|https://thumb.mt.co.kr/cdn-cgi/image/w=1200,h=928,fit=cover,bg=white,f=auto,quality=high,sharpen=2,g=face/21/2026/08/2026081407007294165_1.jpg
2026-08-13|온라인 화제·뉴스|'유부녀 킬러' 정준원, 예능은 미숙 연기는 능숙 - 아이즈(ize)|유부녀 킬러|드라마,예능,시청률,상승,유부녀,킬러,정준원,예능은,미숙,연기는,능숙,아이즈,ize|'유부녀 킬러' 정준원, 예능은 미숙 연기는 능숙 아이즈(ize)|https://www.ize.co.kr/news/articleView.html?idxno=79841|https://cdn.ize.co.kr/news/thumbnail/202608/79841_122737_2245_v150.jpg
2026-08-13|온라인 화제·뉴스|혹평 쏟아졌는데…19년 만에 ‘역주행’→넷플릭스 해외 ‘2위’ 찍고 화제성 씹어먹은 韓 영화 - mhnse.com|역주행|드라마,영화,넷플릭스,화제,역주행,혹평,쏟아졌는데,19년,만에,해외,2위,찍고,화제성,씹어먹은,mhnse,com|혹평 쏟아졌는데…19년 만에 ‘역주행’→넷플릭스 해외 ‘2위’ 찍고 화제성 씹어먹은 韓 영화 mhnse.com|https://mhnse.com/news/articleView.html?idxno=1487641|https://contents-cdn.viewus.co.kr/creator-cms/image/2026/08/30077779-d602-4a82-b136-021fa19ab481.jpg
2026-08-13|온라인 화제·뉴스|심형래 '디워', 혹평 속 19년만의 넷플릭스 역주행…'디워2'도 관심 [스타이슈] - 네이트|스타이슈|드라마,영화,넷플릭스,화제,역주행,심형래,디워,혹평,19년만의,디워2,관심,스타이슈,네이트|심형래 '디워', 혹평 속 19년만의 넷플릭스 역주행…'디워2'도 관심 [스타이슈] 네이트|https://news.nate.com/view/20260813n09865?mid=e0404|https://thumbnews.nateimg.co.kr/view610///news.nateimg.co.kr/orgImg/tn/2026/08/13/2026081309204245223_1.jpg
2026-08-12|YouTube 반응|Pop Off Pop Off 관련 YouTube 화제 영상|Pop Off Pop Off|인기,KiiiKiii,키키,Pop,Off,On,Spot,온더스팟,1theK,Originals,원더케이,오리지널,PopOffPopOff,OntheSpot,New1theKOriginal,원더케이오리지널|'KiiiKiii 키키 'Pop Off Pop Off'｜On the Spot｜온더스팟' 영상이 공개 6일 기준 조회수 844,142회, 좋아요 24,229개, 댓글 982개를 기록. 일평균 조회수 약 140,690회. 채널: 1theK Originals - 원더케이 오리지널. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=Zt939FWYipg|https://i.ytimg.com/vi/Zt939FWYipg/hqdefault.jpg
2026-08-12|YouTube 반응|오디세이(The Odyssey) 관련 YouTube 화제 영상|오디세이(The Odyssey)|영화,출연,검색,오디세이,Odyssey,감상회,침착맨,같이,보면,좋은,추천,https,youtu,be,ErNPMmdjLMs,si|'영화 '오디세이(The Odyssey)' 감상회' 영상이 공개 7일 기준 조회수 839,334회, 좋아요 9,133개, 댓글 1,455개를 기록. 일평균 조회수 약 119,905회. 채널: 침착맨. 수집 경로: 검색:영화 요약. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=E97ilfw9WaI|https://i.ytimg.com/vi/E97ilfw9WaI/hqdefault.jpg
2026-08-12|YouTube 반응|4대 의사 집안 관련 YouTube 화제 영상|4대 의사 집안|넷플릭스,신작,공개,가족,배우,인터뷰,검색,하영,4대,의사,집안,발언에,증조부,친일,논란,파묘|"'배우 하영 ""4대 의사 집안"" 발언에...증조부 친일 논란 '파묘' / YTN' 영상이 공개 5일 기준 조회수 90,869회, 좋아요 580개, 댓글 1,355개를 기록. 일평균 조회수 약 18,174회. 채널: YTN. 수집 경로: 검색:배우 신작 인터뷰. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=YY6LVgruKWc|https://i.ytimg.com/vi/YY6LVgruKWc/hqdefault.jpg
2026-08-12|YouTube 반응|피의 심판 관련 YouTube 화제 영상|피의 심판|드라마,영화,OTT,넷플릭스,공개,리뷰,해석,결말,스릴러,범죄,검색,촉법소년,범죄율,만드는,대존잼,명작|"'촉법소년 범죄율 0% 만드는 대존잼 명작🔥악질 범죄자들을 찾아가 법 대신 ""피의 심판""을 내리는 깡패 형사ㄷㄷ' 영상이 공개 7일 기준 조회수 1,543,632회, 좋아요 7,556개, 댓글 263개를 기록. 일평균 조회수 약 220,519회. 채널: movie trip 무비트립. 수집 경로: 검색:한국 드라마 리뷰 / 검색:한국 영화 리뷰 / 검색:영화 결말 해석 / 검색:영화 요약. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=CPaYbElsdlg|https://i.ytimg.com/vi/CPaYbElsdlg/hqdefault.jpg
2026-08-12|YouTube 반응|착했던 친구가 돈 좀 벌어 변한 모습 #이런엿같은사랑 관련 YouTube 화제 영상|착했던 친구가 돈 좀 벌어 변한 모습 #이런엿같은사랑|드라마,영화,OTT,넷플릭스,신작,결말,로코,몰아보기,검색,반응,착했던,친구가,벌어,변한,모습,이런엿같은사랑|'착했던 친구가 돈 좀 벌어 변한 모습 #이런엿같은사랑' 영상이 공개 7일 기준 조회수 2,434,835회, 좋아요 21,892개, 댓글 454개를 기록. 일평균 조회수 약 347,834회. 채널: 드라맠. 수집 경로: 검색:OTT 신작 반응. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=8HyA1h6VYZk|https://i.ytimg.com/vi/8HyA1h6VYZk/hqdefault.jpg
2026-08-12|YouTube 반응|하영이 정해인을 믿게 된 순간 관련 YouTube 화제 영상|하영이 정해인을 믿게 된 순간|드라마,넷플릭스,공식채널,하영이,정해인을,믿게,순간,이런,엿같은,사랑,서울로,향하던,길을,돌린,은새,오는|"'하영이 정해인을 믿게 된 순간 | 이런 엿같은 사랑 | 넷플릭스' 영상이 공개 4일 기준 조회수 74,345회, 좋아요 791개, 댓글 701개를 기록. 일평균 조회수 약 18,586회. 채널: Netflix Korea 넷플릭스 코리아. 수집 경로: 공식채널:Netflix Korea. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=NBib0DWLeRI|https://i.ytimg.com/vi/NBib0DWLeRI/hqdefault.jpg
2026-08-12|온라인 화제·뉴스|나영석 PD 넷플릭스 예능 ‘대체 등산을 왜 하는 건데?’ 공개...청춘 스타들의 설산 도전기 - ppss.kr|대체 등산을 왜 하는 건데?|예능,넷플릭스,신작,공개,첫방,나영석,PD,대체,등산을,하는,건데,청춘,스타들의,설산,도전기,ppss|나영석 PD 넷플릭스 예능 ‘대체 등산을 왜 하는 건데?’ 공개...청춘 스타들의 설산 도전기 ppss.kr|https://www.ppss.kr/news/articleView.html?idxno=305261|https://cdn.ppss.kr/news/photo/202608/305261_125487_1241.png
2026-08-12|온라인 화제·뉴스|'오디세이' 기세에 밀려…韓 신작, 추석으로 후퇴 - hankyung.com|오디세이|영화,신작,개봉,오디세이,기세에,밀려,추석으로,후퇴,hankyung,com|'오디세이' 기세에 밀려…韓 신작, 추석으로 후퇴 hankyung.com|https://www.hankyung.com/article/2026081274461|https://img.hankyung.com/photo/202608/AA.45316535.1.jpg
2026-08-12|온라인 화제·뉴스|'오디세이' 기세에 밀려…韓 신작, 추석으로 후퇴 - 네이트|오디세이|영화,신작,개봉,오디세이,기세에,밀려,추석으로,후퇴,네이트|'오디세이' 기세에 밀려…韓 신작, 추석으로 후퇴 네이트|https://news.nate.com/view/20260812n31036|https://thumbnews.nateimg.co.kr/view610///news.nateimg.co.kr/orgImg/hk/2026/08/12/AA.45316535.1.jpg
2026-08-12|온라인 화제·뉴스|6년 만에 돌아왔다…오늘(12일) 개봉해 한국 영화 예매율 1위 찍은 '시즌2' 작품 - wikitree.co.kr|시즌2|영화,신작,개봉,6년,만에,돌아왔다,오늘,12일,개봉해,예매율,1위,찍은,시즌2,작품,wikitree,co|6년 만에 돌아왔다…오늘(12일) 개봉해 한국 영화 예매율 1위 찍은 '시즌2' 작품 wikitree.co.kr|https://www.wikitree.co.kr/articles/1151899|https://cdnweb01.wikitree.co.kr/webdata/editor/202608/12/img_20260812090349_519c91a4.jpeg
2026-08-12|온라인 화제·뉴스|다음 호프는 누구? 9월 '극장 개봉' 영화 5 - esquirekorea.co.kr|극장 개봉|영화,신작,개봉,다음,호프는,누구,9월,극장,esquirekorea,co,kr|다음 호프는 누구? 9월 '극장 개봉' 영화 5 esquirekorea.co.kr|https://www.esquirekorea.co.kr/article/1907875|https://www.esquirekorea.co.kr/resources/online/thumbnail/hf/2026/08/12/950e1350-3198-4146-a90c-bbe3e3bb2e8d.jpg
2026-08-11|YouTube 반응|HLE vs GEN 관련 YouTube 화제 영상|HLE vs GEN|인기,HLE,vs,GEN,MATCH,33,2026,LoL,KeSPA,CUP,한국e스포츠협회,KeSPACUP,케스파컵,이스포츠,경기별,다시보기는|"'HLE vs GEN 하이라이트 | MATCH 33 | 2026 LoL KeSPA CUP' 영상이 공개 5일 기준 조회수 229,257회, 좋아요 1,399개, 댓글 656개를 기록. 일평균 조회수 약 45,851회. 채널: 한국e스포츠협회. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=Mkm_wgUe78Y|https://i.ytimg.com/vi/Mkm_wgUe78Y/hqdefault.jpg
2026-08-11|YouTube 반응|세일로 사놓고 정가로 환불해줘?! #shorts 관련 YouTube 화제 영상|세일로 사놓고 정가로 환불해줘?! #shorts|드라마,쇼츠,반전,명장면,검색,세일로,사놓고,정가로,환불해줘,shorts,명장면한피스,세일가로,화장품을,환불해달라는,백화점,진상|'세일로 사놓고 정가로 환불해줘?! #shorts' 영상이 공개 7일 기준 조회수 1,198,347회, 좋아요 8,778개, 댓글 692개를 기록. 일평균 조회수 약 171,192회. 채널: 명장면한피스. 수집 경로: 검색:드라마 명장면 쇼츠. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=ITFVqM6xoKc|https://i.ytimg.com/vi/ITFVqM6xoKc/hqdefault.jpg
2026-08-11|YouTube 반응|피의 게임X 관련 YouTube 화제 영상|피의 게임X|영화,웨이브,공식채널,wavve,피의,게임X,최악이다,한순간의,실수로,궁지에,몰린,이태균,7화,오리지널,바로,보기|"'[피의 게임X] ""아 최악이다..."" 한순간의 실수로 궁지에 몰린 이태균 | 7화 하이라이트 | 웨이브 오리지널' 영상이 공개 5일 기준 조회수 44,834회, 좋아요 239개, 댓글 763개를 기록. 일평균 조회수 약 8,967회. 채널: wavve 웨이브. 수집 경로: 공식채널:wavve. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=q-B-NI4tQ0Q|https://i.ytimg.com/vi/q-B-NI4tQ0Q/hqdefault.jpg
2026-08-11|YouTube 반응|와.. 실시간으로 난리나버린 미친 떡밥.. ≪스파이더맨 관련 YouTube 화제 영상|와.. 실시간으로 난리나버린 미친 떡밥.. ≪스파이더맨|영화,OTT,디즈니플러스,신작,유튜브,리뷰,검색,반응,실시간으로,난리나버린,미친,떡밥,스파이더맨,브랜드뉴데이,모든,스포일러|'와.. 실시간으로 난리나버린 미친 떡밥.. ≪스파이더맨: 브랜드뉴데이≫ 모든 스포일러 및 떡밥 & 총정리 마지막화' 영상이 공개 7일 기준 조회수 510,378회, 좋아요 6,745개, 댓글 1,021개를 기록. 일평균 조회수 약 72,911회. 채널: 무비띵크_Movie Think. 수집 경로: 검색:OTT 신작 반응. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=JwAb3Uk2Ufk|https://i.ytimg.com/vi/JwAb3Uk2Ufk/hqdefault.jpg
2026-08-11|YouTube 반응|충격 엔딩 관련 YouTube 화제 영상|충격 엔딩|드라마,가족,공식채널,KBS,Drama,충격,엔딩,혹시,아들입니까,안희연에게,단도직입적으로,묻는,하석진,사랑이,온다,260808|"'[충격 엔딩] ＂혹시 내 아들입니까＂안희연에게 단도직입적으로 묻는 하석진 [사랑이 온다] | KBS 260808 방송' 영상이 공개 4일 기준 조회수 378,244회, 좋아요 1,488개, 댓글 217개를 기록. 일평균 조회수 약 94,561회. 채널: KBS Drama. 수집 경로: 공식채널:KBS Drama. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=sUbsqGhKpLo|https://i.ytimg.com/vi/sUbsqGhKpLo/hqdefault.jpg
2026-08-11|YouTube 반응|한국 조폭 VS 일본 야쿠자 #이런엿같은사랑 관련 YouTube 화제 영상|한국 조폭 VS 일본 야쿠자 #이런엿같은사랑|드라마,예능,영화,OTT,넷플릭스,리뷰,검색,조폭,VS,일본,야쿠자,이런엿같은사랑,라마의드라마,넷플릭스에서,상영,중인|'한국 조폭 VS 일본 야쿠자 #이런엿같은사랑' 영상이 공개 5일 기준 조회수 623,307회, 좋아요 2,104개, 댓글 130개를 기록. 일평균 조회수 약 124,661회. 채널: 라마의드라마. 수집 경로: 검색:한국 예능 리뷰. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=SJQVMQTnQ2A|https://i.ytimg.com/vi/SJQVMQTnQ2A/hqdefault.jpg
2026-08-11|YouTube 반응|T1 신입 정글러 등장 관련 YouTube 화제 영상|T1 신입 정글러 등장|리뷰,인기,T1,신입,정글러,등장,vs,HLE,08,2026,LCK,클리드,00,인트로,41,1세트|"'T1 신입 정글러 등장 | T1 vs HLE | 하이라이트 | 08.08 | 2026 LCK' 영상이 공개 4일 기준 조회수 185,291회, 좋아요 750개, 댓글 300개를 기록. 일평균 조회수 약 46,323회. 채널: 클리드. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=GRrvCUZWe-4|https://i.ytimg.com/vi/GRrvCUZWe-4/hqdefault.jpg
2026-08-11|KOBIS 박스오피스|토이 스토리 5 박스오피스 3계단 상승해 7위|토이 스토리 5|영화,박스오피스,흥행,토이|2026-08-10 KOBIS 일별 박스오피스 7위. 일일 관객 1,112명, 누적 관객 2,940,488명, 매출 점유율 0.2%. 전일 대비 순위 변화 +3.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-08-11|KOBIS 박스오피스|모아나 박스오피스 3계단 상승해 9위|모아나|영화,박스오피스,흥행,모아나|2026-08-10 KOBIS 일별 박스오피스 9위. 일일 관객 826명, 누적 관객 1,021,761명, 매출 점유율 0.1%. 전일 대비 순위 변화 +3.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-08-11|KOBIS 박스오피스|마티 슈프림 박스오피스 5계단 상승해 10위|마티 슈프림|영화,박스오피스,흥행,마티,슈프림|2026-08-10 KOBIS 일별 박스오피스 10위. 일일 관객 290명, 누적 관객 131,844명, 매출 점유율 0.1%. 전일 대비 순위 변화 +5.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-08-11|Netflix Top 10|The Debt Collector 넷플릭스 한국 Top 10 3위|The Debt Collector|OTT,넷플릭스,신작,랭킹,Debt,Collector,Films|Netflix 공식 국가별 주간 Top 10에서 한국 3위. 카테고리: Films. 누적 Top 10 진입 2주. 집계 주간: 2026-08-02.|https://www.netflix.com/unsupportedbrowser|
2026-08-11|Netflix Top 10|Better Late Than Single: Season 2 넷플릭스 한국 Top 10 6위|Better Late Than Single|OTT,넷플릭스,신작,랭킹,Better,Late,Than,Single,Season,TV|Netflix 공식 국가별 주간 Top 10에서 한국 6위. 카테고리: TV. 누적 Top 10 진입 4주. 집계 주간: 2026-08-02.|https://www.netflix.com/unsupportedbrowser|
2026-08-11|Netflix Top 10|Teach You a Lesson: Limited Series 넷플릭스 한국 Top 10 8위|Teach You a Lesson|OTT,넷플릭스,신작,랭킹,Teach,You,Lesson,Limited,Series,TV|Netflix 공식 국가별 주간 Top 10에서 한국 8위. 카테고리: TV. 누적 Top 10 진입 9주. 집계 주간: 2026-08-02.|https://www.netflix.com/unsupportedbrowser|
2026-08-11|Netflix Top 10|Elize: Shadows of a Woman 넷플릭스 한국 Top 10 8위|Elize: Shadows of a Woman|OTT,넷플릭스,신작,랭킹,Elize,Shadows,of,Woman,Films|Netflix 공식 국가별 주간 Top 10에서 한국 8위. 카테고리: Films. 누적 Top 10 진입 2주. 집계 주간: 2026-08-02.|https://www.netflix.com/unsupportedbrowser|
2026-08-11|Netflix Top 10|The Psychopath I Met: Season 1 넷플릭스 한국 Top 10 9위|The Psychopath I Met|OTT,넷플릭스,신작,랭킹,Psychopath,Met,Season,TV|Netflix 공식 국가별 주간 Top 10에서 한국 9위. 카테고리: TV. 누적 Top 10 진입 3주. 집계 주간: 2026-08-02.|https://www.netflix.com/unsupportedbrowser|
2026-08-11|Netflix Top 10|Smoking Behind the Supermarket With You: Season 1 넷플릭스 한국 Top 10 10위|Smoking Behind the Supermarket With You|OTT,넷플릭스,신작,랭킹,Smoking,Behind,Supermarket,You,Season,TV|Netflix 공식 국가별 주간 Top 10에서 한국 10위. 카테고리: TV. 누적 Top 10 진입 2주. 집계 주간: 2026-08-02.|https://www.netflix.com/unsupportedbrowser|
2026-08-10|YouTube 반응|이 사람들 진짜 왜 이러지? 관련 YouTube 화제 영상|이 사람들 진짜 왜 이러지?|영화,웨이브,공식채널,wavve,사람들,진짜,이러지,피의,게임X,바로,보기,https,site,naver,com,2bvXL|'이 사람들 진짜 왜 이러지?' 영상이 공개 5일 기준 조회수 290,717회, 좋아요 1,743개, 댓글 941개를 기록. 일평균 조회수 약 58,143회. 채널: wavve 웨이브. 수집 경로: 공식채널:wavve. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=uHwHsSKZ6bs|https://i.ytimg.com/vi/uHwHsSKZ6bs/hqdefault.jpg
2026-08-10|YouTube 반응|지금 불륜이 문제가 아닙니다 관련 YouTube 화제 영상|지금 불륜이 문제가 아닙니다|공개,공식채널,Coupang,Play,5억,영끌,대작전,지금,불륜이,문제가,아닙니다,4화,쿠팡플레이,하루만에,모으기,가능|'5억 영끌 대작전! [지금 불륜이 문제가 아닙니다] 4화 하이라이트' 영상이 공개 5일 기준 조회수 1,080,391회, 좋아요 217개, 댓글 18개를 기록. 일평균 조회수 약 216,078회. 채널: 쿠팡플레이 Coupang Play. 수집 경로: 공식채널:Coupang Play. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=RNZk_KiEhr4|https://i.ytimg.com/vi/RNZk_KiEhr4/hqdefault.jpg
2026-08-10|YouTube 반응|≪스파이더맨 관련 YouTube 화제 영상|≪스파이더맨|영화,디즈니플러스,유튜브,리뷰,해석,몰아보기,인기,스파이더맨,브랜드뉴데이,모든,스포일러,떡밥,분석,무비띵크,Movie,Think|'≪스파이더맨: 브랜드뉴데이≫ 모든 스포일러 & 떡밥 분석 몰아보기' 영상이 공개 4일 기준 조회수 279,331회, 좋아요 2,450개, 댓글 351개를 기록. 일평균 조회수 약 69,833회. 채널: 무비띵크_Movie Think. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=8H1HZjmqocA|https://i.ytimg.com/vi/8H1HZjmqocA/hqdefault.jpg
2026-08-10|온라인 화제·뉴스|시청률 6.1% 고공 상승…예측 불가 ‘살인’ 전개로 동시간대 1위 차지한 韓 드라마 (‘아파트’) - mhnse.com|살인|드라마,예능,시청률,상승,고공,예측,불가,살인,전개로,동시간대,1위,차지한,아파트,mhnse,com|시청률 6.1% 고공 상승…예측 불가 ‘살인’ 전개로 동시간대 1위 차지한 韓 드라마 (‘아파트’) mhnse.com|https://mhnse.com/news/articleView.html?idxno=1484792|https://contents-cdn.viewus.co.kr/creator-cms/image/2026/08/b2ba4254-cd20-4a63-9f0d-44aa5873ff7f.jpg
2026-08-09|YouTube 반응|같이 안 자는 이유가 너무 슬픈 고은새 #이런엿같은사랑 관련 YouTube 화제 영상|같이 안 자는 이유가 너무 슬픈 고은새 #이런엿같은사랑|드라마,넷플릭스,리뷰,검색,같이,자는,이유가,너무,슬픈,고은새,이런엿같은사랑,멍스토리,장면은,이런,엿같은,사랑에서|'같이 안 자는 이유가 너무 슬픈 고은새 #이런엿같은사랑' 영상이 공개 6일 기준 조회수 2,121,766회, 좋아요 12,845개, 댓글 194개를 기록. 일평균 조회수 약 353,628회. 채널: 멍스토리. 수집 경로: 검색:한국 드라마 리뷰. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=0gGIYGkl8MA|https://i.ytimg.com/vi/0gGIYGkl8MA/hqdefault.jpg
2026-08-09|YouTube 반응|워터파크 직접 만들기로 했습니다! 관련 YouTube 화제 영상|워터파크 직접 만들기로 했습니다!|음악,인기,워터파크,직접,만들기로,했습니다,흔한남매,음악출처,Kevin,MacLeod의,Amazing,Plan,Silent,Film,Dark에는,크리에이티브|'워터파크 직접 만들기로 했습니다!' 영상이 공개 5일 기준 조회수 440,966회, 좋아요 6,128개, 댓글 686개를 기록. 일평균 조회수 약 88,193회. 채널: 흔한남매. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=gj6ANRZ21y8|https://i.ytimg.com/vi/gj6ANRZ21y8/hqdefault.jpg
2026-08-09|YouTube 반응|하트시그널5 관련 YouTube 화제 영상|하트시그널5|예능,리뷰,검색,하트시그널5,폭스남,우열이,전하는,현커,근황,아이즈매거진,자칭,타칭,키와,하얀,피부로,여심을|''하트시그널5'의 폭스남 우열이 전하는 현커 근황' 영상이 공개 7일 기준 조회수 349,380회, 좋아요 11,276개, 댓글 750개를 기록. 일평균 조회수 약 49,911회. 채널: 아이즈매거진. 수집 경로: 검색:한국 예능 리뷰. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=zd5okE5dLDA|https://i.ytimg.com/vi/zd5okE5dLDA/hqdefault.jpg
2026-08-08|YouTube 반응|D.Mon 관련 YouTube 화제 영상|D.Mon|애니,합류,인기,Mon,신규,영웅,게임플레이,트레일러,오버워치,MEKA의,새로운,Mon이,합류합니다,프로게이머,이유나가,자신의|"'D.Mon | 신규 영웅 게임플레이 트레일러 | 오버워치' 영상이 공개 6일 기준 조회수 357,753회, 좋아요 4,882개, 댓글 2,242개를 기록. 일평균 조회수 약 59,626회. 채널: 오버워치. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=usnWdTDv8pM|https://i.ytimg.com/vi/usnWdTDv8pM/hqdefault.jpg
